review_id,customer_id,product_id,platform_id,review_text,review_timestamp,rating,verified_purchase,refunded_product,is_fraud
R00223,C0120,P0046,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-10-25 17:22:00,5,False,False,1
R00224,C0019,P0046,2,Fantastic! Highly recommend! Five stars!,2023-10-16 12:05:00,1,True,False,0
R00225,C0090,P0015,1,The Resistance Bands arrived on time. As a Automotive product it meets expectations.,2023-12-10 20:00:00,3,True,False,0
R00226,C0030,P0043,2,Fantastic! Highly recommend! Five stars!,2023-08-22 12:58:00,1,True,True,1
R00227,C0030,P0025,2,Awful product. Complete waste. Returned immediately.,2023-09-23 15:02:00,5,True,False,1
R00228,C0076,P0042,1,Received the Organic Face Cream quickly. The StyleCo Toys quality is solid.,2023-06-02 20:04:00,5,False,False,1
R00229,C0054,P0043,3,Solid Budget Kitchen item. The Car Phone Mount performs adequately.,2023-09-20 20:52:00,5,False,False,0
R00230,C0019,P0048,3,WOW!!! BUY!!!,2023-06-19 18:52:00,1,True,False,0
R00231,C0059,P0017,2,amazing amazing amazing must must must buy buy buy,2023-12-02 19:04:00,4,True,True,1
R00232,C0194,P0048,3,best best best amazing amazing amazing love love love it it it,2023-06-23 09:48:00,5,False,False,0
R00233,C0113,P0025,2,The Wireless Mouse from KitchenKing works well. Good Clothing item for the price.,2023-10-18 09:40:00,4,True,False,1
R00234,C0037,P0020,3,Love the Smart Watch! Best Kitchen I've tried from AutoParts.,2023-10-25 19:25:00,5,True,True,1
R00235,C0138,P0036,1,best best best amazing amazing amazing love love love it it it,2023-07-18 07:39:00,3,False,False,1
R00236,C0065,P0013,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-10-19 02:18:00,5,False,False,1
R00237,C0172,P0005,2,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-08-12 19:04:00,5,True,False,1
R00238,C0050,P0021,2,Great quality! Exactly what I needed! Perfect!,2023-08-20 13:10:00,1,True,False,1
R00239,C0002,P0021,1,Solid SportMax Kitchen item. The Air Fryer performs adequately.,2023-09-23 11:49:00,3,True,False,0
R00240,C0079,P0032,3,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-07 23:56:00,5,True,False,1
R00241,C0161,P0005,3,Works as described. The LED Desk Lamp from TechPro is a decent Home & Garden product.,2023-12-14 18:13:00,5,False,False,1
R00242,C0010,P0036,2,Great quality! Exactly what I needed! Perfect!,2023-12-15 18:46:00,1,True,False,1
R00243,C0075,P0009,2,Disappointing. Waste of money. Regret buying.,2023-11-05 21:10:00,5,True,False,1
R00244,C0194,P0033,1,Awful product. Complete waste. Returned immediately.,2023-10-02 11:02:00,5,False,False,1
R00245,C0057,P0049,2,BEST EVER !!!!!,2023-09-29 14:56:00,1,False,False,1
R00246,C0012,P0003,3,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-10-24 05:24:00,4,False,False,1
R00247,C0168,P0025,2,Received the Wireless Mouse quickly. The KitchenKing Clothing quality is solid.,2023-08-28 15:50:00,4,True,False,0
R00248,C0124,P0039,1,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-07-09 05:10:00,5,True,False,1
R00249,C0093,P0039,3,The HomeEssentials Kitchen Knife Set is okay. Expected more for a Kitchen item.,2023-10-30 05:41:00,4,True,False,1
R00250,C0106,P0002,1,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-07-13 08:59:00,2,False,False,1
R00251,C0047,P0034,2,The Automotive Garden Hose 50ft is functional. No major issues with the Budget build.,2023-07-26 14:38:00,4,False,False,0
R00252,C0121,P0031,1,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-08-07 05:46:00,5,True,False,1
R00253,C0176,P0022,2,Received the Reading Lamp quickly. The HealthFirst Kitchen quality is solid.,2023-10-08 21:26:00,3,True,False,1
R00254,C0039,P0039,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-11-16 04:57:00,5,False,True,1
R00255,C0155,P0035,1,The Yoga Mat Premium is fantastic. Highly recommend this StyleCo Kitchen.,2023-10-02 12:22:00,4,True,False,1
R00256,C0151,P0048,3,Solid TechPro Sports item. The Electric Toothbrush performs adequately.,2023-10-18 13:16:00,2,False,False,0
R00257,C0049,P0001,3,The Fitness Tracker Pro from EcoFriendly works well. Good Automotive item for the price.,2023-08-20 13:23:00,4,True,False,1
R00258,C0028,P0010,2,Good Kitchen choice. The Children's Puzzle Set fits my needs.,2023-09-10 06:26:00,3,True,False,0
R00259,C0142,P0036,2,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-12-06 04:54:00,3,True,False,1
R00260,C0169,P0008,3,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-11-05 22:43:00,2,False,False,1
R00261,C0181,P0004,1,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-07 07:23:00,5,True,True,1
R00262,C0021,P0039,1,Solid HomeEssentials Kitchen item. The Kitchen Knife Set performs adequately.,2023-07-15 20:31:00,4,True,False,0
R00263,C0113,P0001,1,Love the Fitness Tracker Pro! Best Automotive I've tried from EcoFriendly.,2023-11-20 01:23:00,3,True,False,0
R00264,C0062,P0042,1,Great product! The Organic Face Cream is exactly what I needed for Toys.,2023-10-11 00:47:00,5,True,False,0
R00265,C0181,P0005,1,Fantastic! Highly recommend! Five stars!,2023-08-10 07:38:00,1,True,False,1
R00266,C0050,P0030,2,Good Home & Garden choice. The Water Bottle Insulated fits my needs.,2023-06-30 16:16:00,3,True,False,0
R00267,C0138,P0037,2,Solid AutoParts Clothing item. The Running Shoes performs adequately.,2023-09-26 18:55:00,4,False,False,0
R00268,C0008,P0031,1,BEST EVER !!!!!,2023-10-11 17:00:00,5,True,False,1
R00269,C0180,P0017,1,WOW!!! BUY!!!,2023-10-25 08:11:00,2,True,False,1
R00270,C0192,P0044,1,Awful product. Complete waste. Returned immediately.,2023-08-03 19:22:00,5,True,False,1
R00271,C0040,P0050,1,The Hiking Backpack is a reasonable Sports option. Premium quality is fine.,2023-06-11 15:23:00,5,False,False,1
R00272,C0159,P0021,2,Love the Air Fryer! Best Kitchen I've tried from SportMax.,2023-10-26 04:03:00,4,True,False,0
R00273,C0135,P0028,2,Great product! The Cooking Utensils is exactly what I needed for Automotive.,2023-11-26 16:29:00,4,True,False,0
R00274,C0081,P0045,1,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-08-07 07:17:00,2,False,False,1
R00275,C0121,P0040,2,AMAZING MUST BUY,2023-09-24 05:36:00,4,True,False,1
R00276,C0034,P0037,3,Good Clothing choice. The Running Shoes fits my needs.,2023-07-21 04:51:00,5,True,False,1
R00277,C0190,P0010,2,Decent Kitchen product. The Children's Puzzle Set does what it says.,2023-08-20 15:19:00,4,True,False,0
R00278,C0065,P0036,3,Decent Books product. The LED Desk Lamp does what it says.,2023-11-09 03:28:00,5,False,False,0
R00279,C0191,P0022,2,PERFECT FIVE STARS!!!,2023-11-03 06:36:00,4,True,False,1
R00280,C0148,P0042,3,Great quality! Exactly what I needed! Perfect!,2023-12-06 14:56:00,1,True,False,1
R00281,C0021,P0025,3,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-11-04 18:25:00,5,False,False,1
R00282,C0019,P0006,1,INCREDIBLE!!! BUY!!!,2023-12-17 11:47:00,5,True,False,1
R00283,C0151,P0034,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-12-08 22:47:00,5,True,False,0
R00284,C0021,P0014,1,The Camping Tent 4-Person is a reasonable Toys option. HealthFirst quality is fine.,2023-12-13 02:06:00,5,True,False,1
R00285,C0068,P0040,1,great great great product product product buy buy buy now now now,2023-07-04 16:53:00,4,True,False,1
R00286,C0044,P0002,1,The Wireless Earbuds arrived on time. As a Health product it meets expectations.,2023-07-05 22:34:00,5,False,False,0
R00287,C0046,P0038,3,Fantastic! Highly recommend! Five stars!,2023-08-28 15:34:00,1,True,False,1
R00288,C0059,P0006,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-08-28 09:30:00,4,False,False,0
R00289,C0137,P0001,3,The Fitness Tracker Pro is fantastic. Highly recommend this EcoFriendly Automotive.,2023-10-19 11:12:00,4,True,False,0
R00290,C0106,P0036,2,great great great product product product buy buy buy now now now,2023-10-11 19:51:00,5,True,False,1
R00291,C0178,P0044,2,PERFECT FIVE STARS!!!,2023-11-11 14:39:00,4,True,False,1
R00292,C0116,P0018,3,The Generic Baby Stroller is okay. Expected more for a Sports item.,2023-08-12 08:08:00,3,True,False,0
R00293,C0184,P0029,3,The Sleep Mask from TechPro works well. Good Home & Garden item for the price.,2023-10-06 11:29:00,5,True,False,1
R00294,C0179,P0003,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-07-20 08:52:00,2,True,False,1
R00295,C0098,P0001,1,Amazing! The EcoFriendly Fitness Tracker Pro exceeded expectations. Good Automotive.,2023-12-06 03:33:00,4,False,False,0
R00296,C0171,P0014,2,WOW!!! BUY!!!,2023-07-02 08:30:00,3,False,False,1
R00297,C0164,P0020,1,The AutoParts Smart Watch is okay. Expected more for a Kitchen item.,2023-06-04 05:50:00,5,True,False,1
R00298,C0071,P0038,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-12-15 02:15:00,4,True,False,1
R00299,C0041,P0032,1,The Fitness Tracker Pro arrived on time. As a Electronics product it meets expectations.,2023-11-27 17:50:00,5,True,False,0
R00300,C0028,P0009,2,best best best amazing amazing amazing love love love it it it,2023-08-31 23:08:00,5,True,False,1
R00301,C0065,P0003,2,Works as described. The Garden Hose 50ft from SportMax is a decent Health product.,2023-12-05 14:17:00,3,True,False,0
R00302,C0154,P0036,1,INCREDIBLE!!! BUY!!!,2023-10-08 12:46:00,5,True,False,1
R00303,C0048,P0002,3,Amazing! The PlayFun Wireless Earbuds exceeded expectations. Good Health.,2023-11-22 15:49:00,4,False,False,1
R00304,C0142,P0010,3,WOW!!! BUY!!!,2023-07-04 05:55:00,2,True,False,1
R00305,C0009,P0013,1,Awful product. Complete waste. Returned immediately.,2023-11-07 22:37:00,5,True,False,1
R00306,C0066,P0004,2,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-06-21 14:51:00,5,True,False,1
R00307,C0164,P0004,2,Solid TechPro Sports item. The Yoga Mat Premium performs adequately.,2023-12-05 02:53:00,5,True,False,1
R00308,C0078,P0005,1,Great product! The LED Desk Lamp is exactly what I needed for Home & Garden.,2023-10-24 20:11:00,3,True,False,1
R00309,C0143,P0048,3,Awful product. Complete waste. Returned immediately.,2023-09-18 03:10:00,5,True,False,1
R00310,C0047,P0036,2,Fantastic! Highly recommend! Five stars!,2023-08-20 17:20:00,1,True,False,1
R00311,C0096,P0027,3,Fantastic! Highly recommend! Five stars!,2023-10-19 23:16:00,1,True,False,1
R00312,C0093,P0029,2,Great product! The Sleep Mask is exactly what I needed for Home & Garden.,2023-08-17 00:19:00,5,True,False,0
R00313,C0057,P0014,2,PERFECT FIVE STARS!!!,2023-06-25 01:29:00,5,True,False,1
R00314,C0092,P0010,1,BEST EVER !!!!!,2023-07-26 23:04:00,3,True,False,1
R00315,C0186,P0021,2,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-10-26 12:05:00,5,True,True,0
R00316,C0200,P0004,2,amazing amazing amazing must must must buy buy buy,2023-11-02 00:40:00,5,False,False,0
R00317,C0200,P0041,2,WOW!!! BUY!!!,2023-06-13 21:46:00,4,True,False,0
R00318,C0101,P0029,3,Received the Sleep Mask quickly. The TechPro Home & Garden quality is solid.,2023-10-25 23:03:00,3,True,True,0
R00319,C0141,P0026,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-10-25 06:35:00,5,True,False,1
R00320,C0158,P0048,3,Solid TechPro Sports item. The Electric Toothbrush performs adequately.,2023-11-19 13:27:00,5,False,True,1
R00321,C0094,P0023,1,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-09-22 19:09:00,5,True,False,1
R00322,C0113,P0003,1,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-13 00:21:00,2,False,False,0
R00323,C0178,P0008,2,Terrible. Worst purchase. Do not buy. Horrible experience.,2023-12-10 08:35:00,5,True,False,1
R00324,C0124,P0040,3,Great product! The Vitamin D Supplement is exactly what I needed for Clothing.,2023-07-22 22:39:00,4,True,True,0
R00325,C0070,P0004,2,The Yoga Mat Premium from TechPro works well. Good Sports item for the price.,2023-06-28 00:18:00,2,False,False,0
R00326,C0167,P0025,1,Great product! The Wireless Mouse is exactly what I needed for Clothing.,2023-09-26 17:59:00,5,True,False,0
R00327,C0183,P0002,1,WOW!!! BUY!!!,2023-08-30 20:19:00,4,True,False,1
R00328,C0061,P0033,2,Good Health choice. The Wireless Earbuds fits my needs.,2023-08-11 07:09:00,5,True,False,0
R00329,C0088,P0026,3,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-08-01 18:09:00,5,True,False,1
R00330,C0110,P0020,3,AMAZING MUST BUY,2023-07-06 09:44:00,5,True,False,1
R00331,C0181,P0034,1,Amazing product! Best purchase ever! Love it!,2023-06-18 17:34:00,1,True,False,1
R00332,C0185,P0008,1,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-09-22 23:59:00,5,True,False,1
R00333,C0164,P0048,2,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-10-24 19:14:00,3,True,False,1
R00334,C0153,P0015,1,The Resistance Bands arrived on time. As a Automotive product it meets expectations.,2023-11-14 11:11:00,2,False,False,1
R00335,C0100,P0032,2,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-07-27 23:42:00,4,False,False,1
R00336,C0052,P0049,1,love love love it it it best best best,2023-08-03 13:25:00,5,True,False,1
R00337,C0199,P0003,3,Solid SportMax Health item. The Garden Hose 50ft performs adequately.,2023-11-12 22:50:00,4,True,False,0
R00338,C0010,P0034,1,Amazing product! Best purchase ever! Love it!,2023-12-06 01:35:00,1,True,False,1
R00339,C0100,P0034,3,Amazing! The Budget Garden Hose 50ft exceeded expectations. Good Automotive.,2023-09-17 09:39:00,4,False,False,0
R00340,C0014,P0045,3,The Camping Tent 4-Person is fantastic. Highly recommend this StyleCo Health.,2023-11-26 17:08:00,5,True,False,0
R00341,C0101,P0027,2,Awful product. Complete waste. Returned immediately.,2023-06-24 08:20:00,5,False,False,1
R00342,C0178,P0042,3,Received the Organic Face Cream quickly. The StyleCo Toys quality is solid.,2023-12-04 16:39:00,2,True,False,0
R00343,C0041,P0025,3,WOW!!! BUY!!!,2023-07-16 22:03:00,4,True,False,1
R00344,C0108,P0020,2,The Smart Watch is a reasonable Kitchen option. AutoParts quality is fine.,2023-12-13 08:00:00,3,False,True,0
R00345,C0118,P0032,2,Disappointing. Waste of money. Regret buying.,2023-09-13 14:05:00,5,True,False,1
R00346,C0154,P0039,1,OMG!!! BEST!!! EVER!!! Changed my LIFE!!! !!!!!,2023-08-29 01:09:00,5,True,True,1
R00347,C0009,P0043,3,Good Kitchen choice. The Car Phone Mount fits my needs.,2023-08-12 19:42:00,3,False,False,1
R00348,C0178,P0045,3,Works as described. The Camping Tent 4-Person from StyleCo is a decent Health product.,2023-08-16 10:23:00,3,False,True,0
R00349,C0098,P0005,2,Received the LED Desk Lamp quickly. The TechPro Home & Garden quality is solid.,2023-10-13 06:44:00,3,True,False,0
R00350,C0054,P0040,1,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-11-28 09:27:00,5,True,False,1
R00351,C0156,P0021,2,Great quality! Exactly what I needed! Perfect!,2023-12-04 20:31:00,1,True,False,1
R00352,C0127,P0012,3,AMAZING MUST BUY,2023-07-24 19:26:00,1,True,False,0
R00353,C0106,P0003,2,AMAZING MUST BUY,2023-08-18 09:32:00,1,True,False,1
R00354,C0141,P0021,1,great great great product product product buy buy buy now now now,2023-08-24 10:59:00,5,True,False,1
R00355,C0173,P0031,2,Decent Books product. The Handheld Vacuum does what it says.,2023-12-18 13:59:00,4,True,False,0
R00356,C0191,P0004,3,WOW!!! BUY!!!,2023-08-30 02:09:00,4,True,False,0
R00357,C0072,P0002,2,Amazing! The PlayFun Wireless Earbuds exceeded expectations. Good Health.,2023-11-28 10:45:00,4,False,False,0
R00358,C0009,P0018,2,best best best amazing amazing amazing love love love it it it,2023-06-29 11:50:00,4,True,False,1
R00359,C0010,P0050,1,The Hiking Backpack is fantastic. Highly recommend this Premium Sports.,2023-10-02 23:55:00,4,True,False,1
R00360,C0135,P0020,2,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-11-30 16:07:00,5,False,False,1
R00361,C0002,P0020,1,The Kitchen Smart Watch is functional. No major issues with the AutoParts build.,2023-12-08 09:01:00,5,True,False,0
R00362,C0148,P0049,2,The StyleCo Baby Stroller is okay. Expected more for a Toys item.,2023-07-01 08:09:00,3,True,False,1
R00363,C0041,P0018,1,WOW!!! This is PERFECT!!! Everyone needs this!!! BUY NOW!!!,2023-11-28 09:36:00,2,True,False,0
R00364,C0063,P0011,1,OMG!!! BEST!!! EVER!!! Changed my LIFE!!! !!!!!,2023-06-28 12:03:00,4,True,False,0
R00365,C0023,P0028,2,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-08-25 06:45:00,4,True,False,1
R00366,C0195,P0043,3,love love love it it it best best best,2023-06-25 14:19:00,4,False,False,0
R00367,C0176,P0042,3,The Organic Face Cream is a reasonable Toys option. StyleCo quality is fine.,2023-09-09 05:44:00,3,True,False,0
R00368,C0171,P0022,2,Disappointing. Waste of money. Regret buying.,2023-08-12 11:38:00,5,True,False,0
R00369,C0148,P0009,3,INCREDIBLE!!! BEST!!! FANTASTIC!!! RECOMMEND!!! ???,2023-09-11 18:26:00,4,False,False,1
R00370,C0062,P0040,1,Great quality! Exactly what I needed! Perfect!,2023-09-19 13:36:00,1,True,False,0
R00371,C0088,P0035,3,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-10-31 14:20:00,5,False,False,1
R00372,C0143,P0007,2,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-23 15:41:00,4,True,False,1
R00373,C0170,P0004,1,The Sports Yoga Mat Premium is functional. No major issues with the TechPro build.,2023-07-08 21:09:00,5,True,True,1
R00374,C0116,P0035,2,AMAZING MUST BUY,2023-11-21 09:58:00,3,True,False,1
R00375,C0112,P0046,2,Great product! The Resistance Bands is exactly what I needed for Toys.,2023-10-19 01:00:00,4,False,True,0
R00376,C0181,P0036,2,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-09-06 12:24:00,3,True,False,1
R00377,C0112,P0035,1,The Yoga Mat Premium is a reasonable Kitchen option. StyleCo quality is fine.,2023-08-13 21:08:00,2,True,False,0
R00378,C0035,P0001,1,Decent Automotive product. The Fitness Tracker Pro does what it says.,2023-11-12 13:55:00,4,False,True,0
R00379,C0117,P0045,3,Amazing! The StyleCo Camping Tent 4-Person exceeded expectations. Good Health.,2023-09-17 19:00:00,4,True,False,0
R00380,C0148,P0032,3,amazing amazing amazing must must must buy buy buy,2023-10-02 22:23:00,5,True,True,1
R00381,C0029,P0038,2,Great product! The Bluetooth Speaker is exactly what I needed for Toys.,2023-09-28 16:05:00,3,False,False,0
R00382,C0134,P0040,1,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-08-27 17:49:00,5,True,False,1
R00383,C0003,P0031,2,Awful product. Complete waste. Returned immediately.,2023-08-15 09:10:00,5,True,False,1
R00384,C0010,P0045,3,The Health Camping Tent 4-Person is functional. No major issues with the StyleCo build.,2023-08-14 23:39:00,3,True,False,0
R00385,C0007,P0019,2,PERFECT FIVE STARS!!!,2023-12-07 03:38:00,3,True,False,1
R00386,C0045,P0038,3,BEST BEST BEST!!! AMAZING!!! MUST BUY!!! !!! ??? ...,2023-06-09 10:05:00,3,True,False,1
R00387,C0038,P0039,1,Solid HomeEssentials Kitchen item. The Kitchen Knife Set performs adequately.,2023-12-05 11:03:00,4,True,False,0
R00388,C0165,P0017,1,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-09-06 21:45:00,4,False,False,1
R00389,C0100,P0031,2,AMAZING PRODUCT LIFE CHANGING EXPERIENCE MUST BUY IT NOW !!!!!,2023-10-14 21:02:00,3,True,False,1
R00390,C0025,P0035,3,PERFECT FIVE STARS!!!,2023-09-09 14:49:00,4,True,False,1
R00391,C0173,P0048,1,The Sports Electric Toothbrush is functional. No major issues with the TechPro build.,2023-06-03 21:00:00,4,False,False,0
R00392,C0018,P0001,2,The Fitness Tracker Pro is a reasonable Automotive option. EcoFriendly quality is fine.,2023-06-09 00:39:00,5,False,False,1
R00393,C0024,P0004,3,The TechPro Yoga Mat Premium is okay. Expected more for a Sports item.,2023-07-04 12:42:00,5,True,False,0
R00394,C0196,P0042,3,Decent Toys product. The Organic Face Cream does what it says.,2023-11-11 14:59:00,5,True,False,0
R00395,C0071,P0050,2,The Hiking Backpack arrived on time. As a Sports product it meets expectations.,2023-06-16 08:52:00,3,True,False,0
R00396,C0068,P0012,2,AMAZING MUST BUY,2023-12-14 13:13:00,4,True,False,1
R00397,C0158,P0042,1,Love the Organic Face Cream! Best Toys I've tried from StyleCo.,2023-10-06 04:41:00,3,True,False,1
R00398,C0164,P0001,1,Good Automotive choice. The Fitness Tracker Pro fits my needs.,2023-12-15 15:30:00,3,True,False,0
R00399,C0112,P0026,3,Awful product. Complete waste. Returned immediately.,2023-08-31 10:43:00,4,True,False,0
R00400,C0078,P0026,1,Received the Plant Pot Set quickly. The ReadWell Sports quality is solid.,2023-08-14 20:12:00,3,False,False,0
R00401,C0046,P0036,1,Amazing! The HomeEssentials LED Desk Lamp exceeded expectations. Good Books.,2023-11-09 14:47:00,4,True,False,1
R00402,C0049,P0009,1,INCREDIBLE!!! PERFECT!!! AMAZING!!! No words!!! !!!,2023-10-06 17:53:00,3,False,False,1
R00403,C0116,P0002,1,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-11-21 17:09:00,4,True,False,1
R00404,C0190,P0038,1,Great product! The Bluetooth Speaker is exactly what I needed for Toys.,2023-08-02 22:41:00,5,False,False,1
R00405,C0034,P0001,1,Good Automotive choice. The Fitness Tracker Pro fits my needs.,2023-06-28 03:31:00,5,False,True,0
R00406,C0153,P0040,1,WOW!!! BUY!!!,2023-11-23 18:34:00,5,True,False,1
R00407,C0036,P0021,1,The Kitchen Air Fryer is functional. No major issues with the SportMax build.,2023-09-03 17:10:00,3,False,False,0
R00408,C0113,P0016,3,The Books Desk Organizer is functional. No major issues with the HealthFirst build.,2023-06-21 00:00:00,5,True,False,1
R00409,C0046,P0006,3,Good Clothing choice. The Running Shoes fits my needs.,2023-11-11 08:33:00,4,True,False,0
R00410,C0116,P0027,1,Great product! The Soccer Ball is exactly what I needed for Kitchen.,2023-08-17 11:26:00,4,True,False,0
R00411,C0002,P0036,1,INCREDIBLE!!! BEST!!! FANTASTIC!!! RECOMMEND!!! ???,2023-09-27 20:42:00,4,False,False,1
R00412,C0054,P0018,1,Absolutely INCREDIBLE!!! The BEST thing I have EVER bought!!! Life changing!!!,2023-09-02 09:13:00,4,False,True,1
R00413,C0112,P0017,2,The Electric Toothbrush is a reasonable Clothing option. AutoParts quality is fine.,2023-10-03 16:07:00,1,True,False,0
R00414,C0019,P0016,3,Great quality! Exactly what I needed! Perfect!,2023-12-17 03:20:00,1,True,False,1
R00415,C0059,P0007,1,The AutoParts Bluetooth Speaker is okay. Expected more for a Electronics item.,2023-07-08 06:59:00,3,True,False,0
R00416,C0157,P0030,1,The KitchenKing Water Bottle Insulated is okay. Expected more for a Home & Garden item.,2023-07-03 01:44:00,5,False,False,1
R00417,C0146,P0004,2,love love love it it it best best best,2023-07-11 20:39:00,4,True,False,1
R00418,C0044,P0037,3,Great product! The Running Shoes is exactly what I needed for Clothing.,2023-09-27 08:00:00,4,True,False,0
R00419,C0187,P0028,3,Amazing! The Budget Cooking Utensils exceeded expectations. Good Automotive.,2023-10-25 00:26:00,4,True,False,0
R00420,C0012,P0003,2,Works as described. The Garden Hose 50ft from SportMax is a decent Health product.,2023-09-24 15:15:00,1,False,False,0
R00421,C0022,P0036,1,Solid HomeEssentials Books item. The LED Desk Lamp performs adequately.,2023-10-01 21:19:00,5,True,True,0
R00422,C0042,P0046,2,Great product! The Resistance Bands is exactly what I needed for Toys.,2023-09-03 20:29:00,5,False,False,1
R00423,C0181,P0041,1,Great product! The Children's Puzzle Set is exactly what I needed for Books.,2023-11-26 19:34:00,4,True,False,0
R00424,C0148,P0014,3,BEST PURCHASE EVER!!! INCREDIBLE!!! FIVE STARS!!! BUY NOW!!!,2023-09-07 11:29:00,4,True,True,1
R00425,C0159,P0003,2,PERFECT!!! AMAZING!!! LOVE IT!!! MUST HAVE!!! !!!!!,2023-10-17 03:41:00,4,True,False,1
R00426,C0123,P0048,3,Amazing! The TechPro Electric Toothbrush exceeded expectations. Good Sports.,2023-09-17 08:03:00,5,False,False,0
R00427,C0017,P0024,2,Amazing product! Best purchase ever! Love it!,2023-08-14 14:39:00,1,True,False,1
R00428,C0095,P0044,3,Received the Coffee Maker quickly. The Budget Kitchen quality is solid.,2023-06-20 03:10:00,3,True,False,1
R00429,C0071,P0008,3,AMAZING MUST BUY,2023-10-17 04:30:00,4,True,False,1
R00430,C0089,P0027,2,The Soccer Ball from PlayFun works well. Good Kitchen item for the price.,2023-11-13 10:26:00,3,True,False,0
R00431,C0149,P0022,3,The Reading Lamp arrived on time. As a Kitchen product it meets expectations.,2023-10-24 04:57:00,4,True,False,0
R00432,C0079,P0011,2,INCREDIBLE!!! BUY!!!,2023-07-13 19:59:00,5,True,False,0
R00433,C0042,P0046,3,WOW!!! AMAZING!!! GAME CHANGER!!! GET IT NOW!!!,2023-09-21 08:23:00,3,False,False,0
R00434,C0048,P0014,3,The Camping Tent 4-Person arrived on time. As a Toys product it meets expectations.,2023-07-02 00:25:00,5,False,False,0
R00435,C0128,P0050,1,Love the Hiking Backpack! Best Sports I've tried from Premium.,2023-08-15 15:57:00,3,True,False,0
R00436,C0075,P0049,3,The Toys Baby Stroller is functional. No major issues with the StyleCo build.,2023-06-11 04:43:00,4,True,False,0
R00437,C0142,P0008,2,BEST EVER !!!!!,2023-10-28 16:14:00,4,True,False,0
R00438,C0197,P0018,1,love love love it it it best best best,2023-10-04 10:38:00,5,False,False,1
R00439,C0155,P0033,1,Love the Wireless Earbuds! Best Health I've tried from Generic.,2023-08-28 11:19:00,4,True,True,0
R00440,C0115,P0036,1,amazing amazing amazing must must must buy buy buy,2023-09-17 23:57:00,5,False,False,1
R00441,C0107,P0009,3,Decent Health product. The Vitamin D Supplement does what it says.,2023-10-30 12:05:00,3,False,True,0
R00442,C0002,P0027,3,The Soccer Ball is fantastic. Highly recommend this PlayFun Kitchen.,2023-09-06 09:35:00,3,False,False,0
R00443,C0126,P0003,2,Good Health choice. The Garden Hose 50ft fits my needs.,2023-08-16 20:53:00,4,False,False,0
